item_id,title,category,subcategory,price,currency,tags,description,brand,target_gender,age_group_label,age_min,age_max,rating,stock,created_at
124130,Cute Fairy Lights,Gardening & Decor,Fairy Lights,50.0,INR,"fairy_lights,gardening_&_decor,festival,gift,valentine",GreenLeaf presents the Cute Fairy Lights. Perfect for birthdays and special occasions. Compact and easy to carry.,GreenLeaf,girls,young_adult,20,35,3.88,119,2025-05-28
124131,Artisan Skincare Set,Beauty & Personal Care,Skincare Set,947.54,INR,"skincare_set,beauty_&_personal_care,handmade,eco,portable",SoundX presents the Artisan Skincare Set. Perfect for birthdays and special occasions. Compact and easy to carry.,SoundX,unisex,adult,36,60,3.78,189,2025-09-11
124132,Smart Photo Collage,Personalized Gifts,Photo Collage,543.04,INR,"photo_collage,personalized_gifts,portable,home,for-kids","Smart Photo Collage by SoundX. A great gift for girls in the teen age group. Practical, stylish and long-lasting.",SoundX,girls,teen,13,19,3.93,337,2025-11-09
124133,Portable Terrarium Kit,Gardening & Decor,Terrarium Kit,50.0,INR,"terrarium_kit,gardening_&_decor,budget,birthday,handmade","Portable Terrarium Kit by UrbanCraft. A great gift for boys in the teen age group. Practical, stylish and long-lasting.",UrbanCraft,boys,teen,13,19,4.27,422,2025-07-07
124134,Portable Planter,Gardening & Decor,Planter,50.0,INR,"planter,gardening_&_decor,home,for-her,travel",FrameArt presents the Portable Planter. Perfect for birthdays and special occasions. Compact and easy to carry.,FrameArt,unisex,senior,61,100,4.78,440,2025-11-23
124135,Modern Leather Journal,Stationery,Leather Journal,1094.51,INR,"leather_journal,stationery,portable,handmade,valentine","Modern Leather Journal by FitTrack. A great gift for girls in the child age group. Practical, stylish and long-lasting.",FitTrack,girls,child,3,12,4.2,1,2025-04-15
124136,Deluxe Notebooks,Stationery,Notebooks,1697.46,INR,"notebooks,stationery,budget,custom,luxury",Deluxe Notebooks is crafted with care by PowerGo. A delightful present for senior who loves notebooks.,PowerGo,boys,senior,61,100,4.38,411,2025-05-23
124137,Elegant Bluetooth Speaker,Electronics,Bluetooth Speaker,1228.52,INR,"bluetooth_speaker,electronics,for-kids,travel,for-him",StoryNest presents the Elegant Bluetooth Speaker. Perfect for birthdays and special occasions. Compact and easy to carry.,StoryNest,boys,teen,13,19,3.57,426,2025-08-18
124138,Eco Cookie Tin,Food & Beverages,Cookie Tin,1266.7,INR,"cookie_tin,food_&_beverages,gift,for-her,birthday","Eco Cookie Tin by BrightHome. A great gift for unisex in the adult age group. Practical, stylish and long-lasting.",BrightHome,unisex,adult,36,60,4.89,408,2025-03-07
124139,Comfort Tea Gift Set,Food & Beverages,Tea Gift Set,561.39,INR,"tea_gift_set,food_&_beverages,custom,luxury,for-kids","Give the Comfort Tea Gift Set as a thoughtful gift — high-quality, well-designed and ideal for unisex.",FrameArt,unisex,young_adult,20,35,3.38,454,2025-09-02
124140,Elegant Ring,Jewelry,Ring,637.02,INR,"ring,jewelry,festival,for-him,office",Elegant Ring is crafted with care by ThermoCo. A delightful present for young_adult who loves ring.,ThermoCo,boys,young_adult,20,35,4.48,409,2025-06-09
124141,Luxury Decorative Pillow,Home & Kitchen,Decorative Pillow,866.55,INR,"decorative_pillow,home_&_kitchen,handmade,for-her,festival",Luxury Decorative Pillow is crafted with care by PeakActive. A delightful present for senior who loves decorative pillow.,PeakActive,boys,senior,61,100,3.43,439,2025-05-08
124142,Personalized Educational Toy,Toys & Games,Educational Toy,152.66,INR,"educational_toy,toys_&_games,anniversary,eco,gift","Give the Personalized Educational Toy as a thoughtful gift — high-quality, well-designed and ideal for girls.",GlowUp,girls,senior,61,100,2.96,395,2025-04-19
124143,Deluxe Tie,Fashion Accessories,Tie,967.47,INR,"tie,fashion_accessories,office,anniversary,custom","Give the Deluxe Tie as a thoughtful gift — high-quality, well-designed and ideal for unisex.",HandyGifts,unisex,young_adult,20,35,3.25,12,2025-07-26
124144,Luxury Children's Book,Books,Children's Book,768.69,INR,"children's_book,books,luxury,for-kids,travel",Luxury Children's Book is crafted with care by StoryNest. A delightful present for teen who loves children's book.,StoryNest,unisex,teen,13,19,5.0,319,2025-04-02
124145,Deluxe Earrings,Jewelry,Earrings,213.49,INR,"earrings,jewelry,travel,gift,for-kids",PeakActive presents the Deluxe Earrings. Perfect for birthdays and special occasions. Compact and easy to carry.,PeakActive,boys,adult,36,60,3.83,401,2025-09-03
124146,Slim Mini Garden Kit,Gardening & Decor,Mini Garden Kit,185.09,INR,"mini_garden_kit,gardening_&_decor,for-kids,eco,gift","Slim Mini Garden Kit by CustomCraft. A great gift for unisex in the adult age group. Practical, stylish and long-lasting.",CustomCraft,unisex,adult,36,60,4.23,310,2025-10-06
124147,Minimal Water Bottle,Fitness & Sports,Water Bottle,652.95,INR,"water_bottle,fitness_&_sports,custom,eco,for-him",Minimal Water Bottle is crafted with care by WriteWell. A delightful present for senior who loves water bottle.,WriteWell,girls,senior,61,100,3.9,453,2025-06-04
124148,Elegant Puzzle,Toys & Games,Puzzle,178.37,INR,"puzzle,toys_&_games,custom,office,birthday",Elegant Puzzle is crafted with care by HandyGifts. A delightful present for child who loves puzzle.,HandyGifts,boys,child,3,12,3.49,188,2025-07-06
124149,Modern Children's Book,Books,Children's Book,283.17,INR,"children's_book,books,for-kids,valentine,portable",Modern Children's Book is crafted with care by PeakActive. A delightful present for teen who loves children's book.,PeakActive,unisex,teen,13,19,4.37,311,2025-06-13
124150,Luxury Coffee Beans,Food & Beverages,Coffee Beans,1598.27,INR,"coffee_beans,food_&_beverages,budget,valentine,festival",WriteWell presents the Luxury Coffee Beans. Perfect for birthdays and special occasions. Compact and easy to carry.,WriteWell,unisex,young_adult,20,35,4.14,432,2025-10-01
124151,Minimal Wall Art,Home & Kitchen,Wall Art,129.78,INR,"wall_art,home_&_kitchen,handmade,gift,portable","Minimal Wall Art by TeaTime. A great gift for girls in the child age group. Practical, stylish and long-lasting.",TeaTime,girls,child,3,12,3.85,144,2025-02-25
124152,Eco Cookbook,Books,Cookbook,460.08,INR,"cookbook,books,for-him,festival,portable","Give the Eco Cookbook as a thoughtful gift — high-quality, well-designed and ideal for girls.",TeaTime,girls,child,3,12,2.3,461,2025-02-09
124153,Cute Dumbbell Set,Fitness & Sports,Dumbbell Set,237.7,INR,"dumbbell_set,fitness_&_sports,for-kids,for-him,birthday",Cute Dumbbell Set is crafted with care by FitTrack. A delightful present for senior who loves dumbbell set.,FitTrack,unisex,senior,61,100,3.94,370,2025-11-07
124154,Artisan Tea Gift Set,Food & Beverages,Tea Gift Set,204.52,INR,"tea_gift_set,food_&_beverages,festival,valentine,handmade","Give the Artisan Tea Gift Set as a thoughtful gift — high-quality, well-designed and ideal for unisex.",ChocoDelight,unisex,teen,13,19,3.54,455,2025-10-19
124155,Deluxe Scarf,Fashion Accessories,Scarf,658.97,INR,"scarf,fashion_accessories,festival,home,for-her","Give the Deluxe Scarf as a thoughtful gift — high-quality, well-designed and ideal for boys.",BrightHome,boys,young_adult,20,35,4.48,119,2025-06-22
124156,Slim Ring,Jewelry,Ring,1312.48,INR,"ring,jewelry,handmade,eco,for-him",StoryNest presents the Slim Ring. Perfect for birthdays and special occasions. Compact and easy to carry.,StoryNest,unisex,adult,36,60,3.84,2,2025-10-17
124157,Elegant Mini Garden Kit,Gardening & Decor,Mini Garden Kit,744.42,INR,"mini_garden_kit,gardening_&_decor,for-him,luxury,home","Elegant Mini Garden Kit by GlowUp. A great gift for unisex in the senior age group. Practical, stylish and long-lasting.",GlowUp,unisex,senior,61,100,4.17,407,2025-05-26
124158,Compact Travel Mug,Home & Kitchen,Travel Mug,645.4,INR,"travel_mug,home_&_kitchen,valentine,portable,for-her","Compact Travel Mug by CustomCraft. A great gift for unisex in the child age group. Practical, stylish and long-lasting.",CustomCraft,unisex,child,3,12,3.62,325,2025-09-18
124159,Artisan Self Help,Books,Self Help,234.94,INR,"self_help,books,gift,eco,anniversary","Give the Artisan Self Help as a thoughtful gift — high-quality, well-designed and ideal for girls.",GreenLeaf,girls,teen,13,19,3.24,57,2025-03-16
124160,Slim Belt,Fashion Accessories,Belt,539.12,INR,"belt,fashion_accessories,birthday,for-kids,office",TeaTime presents the Slim Belt. Perfect for birthdays and special occasions. Compact and easy to carry.,TeaTime,girls,adult,36,60,4.14,267,2025-01-25
124161,Handcrafted Camera Accessory,Electronics,Camera Accessory,898.17,INR,"camera_accessory,electronics,for-her,valentine,luxury","Give the Handcrafted Camera Accessory as a thoughtful gift — high-quality, well-designed and ideal for boys.",PowerGo,boys,young_adult,20,35,4.11,299,2025-11-10
124162,Premium Portable Charger,Electronics,Portable Charger,462.41,INR,"portable_charger,electronics,birthday,travel,custom","Give the Premium Portable Charger as a thoughtful gift — high-quality, well-designed and ideal for unisex.",CalmScents,unisex,adult,36,60,4.04,159,2025-11-03
124163,Premium Fitness Band,Electronics,Fitness Band,455.79,INR,"fitness_band,electronics,for-kids,festival,portable",HandyGifts presents the Premium Fitness Band. Perfect for birthdays and special occasions. Compact and easy to carry.,HandyGifts,unisex,adult,36,60,4.28,281,2025-07-06
124164,Slim Travel Mug,Home & Kitchen,Travel Mug,1360.33,INR,"travel_mug,home_&_kitchen,luxury,anniversary,gift",Slim Travel Mug is crafted with care by ChocoDelight. A delightful present for young_adult who loves travel mug.,ChocoDelight,unisex,young_adult,20,35,3.8,98,2025-03-01
124165,Slim Bath Bombs,Beauty & Personal Care,Bath Bombs,1068.03,INR,"bath_bombs,beauty_&_personal_care,handmade,home,birthday",Slim Bath Bombs is crafted with care by FitTrack. A delightful present for teen who loves bath bombs.,FitTrack,unisex,teen,13,19,3.82,268,2025-08-13
124166,Portable Pendant,Jewelry,Pendant,1431.24,INR,"pendant,jewelry,office,for-him,portable",HandyGifts presents the Portable Pendant. Perfect for birthdays and special occasions. Compact and easy to carry.,HandyGifts,girls,child,3,12,4.86,463,2025-08-20
124167,Comfort Chocolate Box,Food & Beverages,Chocolate Box,101.49,INR,"chocolate_box,food_&_beverages,luxury,anniversary,portable",Comfort Chocolate Box is crafted with care by SoundX. A delightful present for adult who loves chocolate box.,SoundX,unisex,adult,36,60,3.68,399,2025-05-21
124168,Compact Fairy Lights,Gardening & Decor,Fairy Lights,2528.67,INR,"fairy_lights,gardening_&_decor,travel,festival,eco","Compact Fairy Lights by FrameArt. A great gift for unisex in the adult age group. Practical, stylish and long-lasting.",FrameArt,unisex,adult,36,60,3.88,163,2025-03-06
124169,Personalized Water Bottle,Fitness & Sports,Water Bottle,1566.8,INR,"water_bottle,fitness_&_sports,birthday,valentine,portable","Give the Personalized Water Bottle as a thoughtful gift — high-quality, well-designed and ideal for girls.",SparkModa,girls,young_adult,20,35,4.48,2,2025-04-18
124170,Eco Headphones,Electronics,Headphones,1577.16,INR,"headphones,electronics,custom,luxury,for-her","Give the Eco Headphones as a thoughtful gift — high-quality, well-designed and ideal for girls.",HomeSoul,girls,young_adult,20,35,4.33,178,2025-04-28
124171,Luxury Wind Chime,Gardening & Decor,Wind Chime,2636.25,INR,"wind_chime,gardening_&_decor,travel,office,eco","Luxury Wind Chime by CustomCraft. A great gift for unisex in the teen age group. Practical, stylish and long-lasting.",CustomCraft,unisex,teen,13,19,3.97,302,2025-01-24
124172,Cute Chocolate Box,Food & Beverages,Chocolate Box,171.43,INR,"chocolate_box,food_&_beverages,anniversary,valentine,portable","Give the Cute Chocolate Box as a thoughtful gift — high-quality, well-designed and ideal for unisex.",GlowUp,unisex,child,3,12,3.9,58,2025-07-08
124173,Premium Decorative Pillow,Home & Kitchen,Decorative Pillow,469.74,INR,"decorative_pillow,home_&_kitchen,custom,budget,festival","Premium Decorative Pillow by UrbanCraft. A great gift for girls in the adult age group. Practical, stylish and long-lasting.",UrbanCraft,girls,adult,36,60,3.75,476,2025-06-11
124174,Colorful Notebooks,Stationery,Notebooks,68.08,INR,"notebooks,stationery,luxury,budget,for-kids","Colorful Notebooks by GreenLeaf. A great gift for girls in the young_adult age group. Practical, stylish and long-lasting.",GreenLeaf,girls,young_adult,20,35,4.29,72,2025-01-14
124175,Cute Earrings,Jewelry,Earrings,2482.06,INR,"earrings,jewelry,office,eco,valentine",Cute Earrings is crafted with care by PowerGo. A delightful present for child who loves earrings.,PowerGo,girls,child,3,12,4.18,51,2025-03-28
124176,Luxury Cookbook,Books,Cookbook,332.53,INR,"cookbook,books,luxury,festival,office",Luxury Cookbook is crafted with care by HomeSoul. A delightful present for teen who loves cookbook.,HomeSoul,unisex,teen,13,19,3.52,307,2025-07-15
124177,Personalized Name Necklace,Personalized Gifts,Name Necklace,561.55,INR,"name_necklace,personalized_gifts,anniversary,for-kids,festival","Give the Personalized Name Necklace as a thoughtful gift — high-quality, well-designed and ideal for boys.",PowerGo,boys,young_adult,20,35,4.28,351,2025-01-27
124178,Compact Scarf,Fashion Accessories,Scarf,164.9,INR,"scarf,fashion_accessories,valentine,handmade,festival","Compact Scarf by UrbanCraft. A great gift for unisex in the adult age group. Practical, stylish and long-lasting.",UrbanCraft,unisex,adult,36,60,4.3,398,2025-11-19
124179,Handcrafted Wall Art,Home & Kitchen,Wall Art,91.25,INR,"wall_art,home_&_kitchen,luxury,valentine,for-him","Give the Handcrafted Wall Art as a thoughtful gift — high-quality, well-designed and ideal for boys.",GreenLeaf,boys,adult,36,60,4.05,298,2025-07-14
124180,Handcrafted Planter,Gardening & Decor,Planter,488.45,INR,"planter,gardening_&_decor,travel,handmade,birthday","Handcrafted Planter by CalmScents. A great gift for girls in the teen age group. Practical, stylish and long-lasting.",CalmScents,girls,teen,13,19,3.98,128,2025-07-15
124181,Luxury Pendant,Jewelry,Pendant,1699.51,INR,"pendant,jewelry,anniversary,eco,for-kids",Luxury Pendant is crafted with care by ShineCraft. A delightful present for young_adult who loves pendant.,ShineCraft,boys,young_adult,20,35,4.99,95,2025-09-20
124182,Luxury Wind Chime,Gardening & Decor,Wind Chime,127.31,INR,"wind_chime,gardening_&_decor,festival,eco,birthday","Give the Luxury Wind Chime as a thoughtful gift — high-quality, well-designed and ideal for girls.",TeaTime,girls,adult,36,60,3.97,89,2025-07-27
124183,Portable Necklace,Jewelry,Necklace,567.55,INR,"necklace,jewelry,luxury,eco,for-kids",GlowUp presents the Portable Necklace. Perfect for birthdays and special occasions. Compact and easy to carry.,GlowUp,boys,senior,61,100,3.86,83,2025-09-09
124184,Cute Phone Case,Electronics,Phone Case,205.6,INR,"phone_case,electronics,birthday,budget,for-kids","Cute Phone Case by StoryNest. A great gift for boys in the young_adult age group. Practical, stylish and long-lasting.",StoryNest,boys,young_adult,20,35,4.22,164,2025-08-12
124185,Compact Personalized Journal,Personalized Gifts,Personalized Journal,146.27,INR,"personalized_journal,personalized_gifts,budget,anniversary,luxury","Give the Compact Personalized Journal as a thoughtful gift — high-quality, well-designed and ideal for girls.",SoundX,girls,adult,36,60,3.76,460,2025-04-08
124186,Luxury Skincare Set,Beauty & Personal Care,Skincare Set,409.23,INR,"skincare_set,beauty_&_personal_care,budget,valentine,birthday","Give the Luxury Skincare Set as a thoughtful gift — high-quality, well-designed and ideal for unisex.",StoryNest,unisex,teen,13,19,4.06,443,2025-01-04
124187,Premium Planner,Stationery,Planner,482.02,INR,"planner,stationery,for-him,anniversary,home","Give the Premium Planner as a thoughtful gift — high-quality, well-designed and ideal for unisex.",TeaTime,unisex,adult,36,60,4.25,7,2025-02-25
124188,Stylish Perfume,Beauty & Personal Care,Perfume,312.67,INR,"perfume,beauty_&_personal_care,festival,custom,for-her",Stylish Perfume is crafted with care by StoryNest. A delightful present for senior who loves perfume.,StoryNest,unisex,senior,61,100,4.87,150,2025-08-25
124189,Handcrafted Sports Band,Fitness & Sports,Sports Band,1210.26,INR,"sports_band,fitness_&_sports,gift,home,portable","Give the Handcrafted Sports Band as a thoughtful gift — high-quality, well-designed and ideal for unisex.",PowerGo,unisex,young_adult,20,35,4.08,435,2025-06-10
124190,Slim Scarf,Fashion Accessories,Scarf,734.57,INR,"scarf,fashion_accessories,festival,birthday,portable","Give the Slim Scarf as a thoughtful gift — high-quality, well-designed and ideal for unisex.",ShineCraft,unisex,teen,13,19,4.28,295,2025-05-06
124191,Classic Gourmet Snacks,Food & Beverages,Gourmet Snacks,537.28,INR,"gourmet_snacks,food_&_beverages,anniversary,festival,home",Classic Gourmet Snacks is crafted with care by PeakActive. A delightful present for teen who loves gourmet snacks.,PeakActive,unisex,teen,13,19,3.82,274,2025-01-19
124192,Vibrant Necklace,Jewelry,Necklace,455.76,INR,"necklace,jewelry,budget,eco,handmade",SoundX presents the Vibrant Necklace. Perfect for birthdays and special occasions. Compact and easy to carry.,SoundX,unisex,child,3,12,4.37,260,2025-04-03
124193,Slim Mini Garden Kit,Gardening & Decor,Mini Garden Kit,852.83,INR,"mini_garden_kit,gardening_&_decor,birthday,eco,custom","Give the Slim Mini Garden Kit as a thoughtful gift — high-quality, well-designed and ideal for unisex.",FitTrack,unisex,young_adult,20,35,4.42,225,2025-05-27
124194,Eco Bluetooth Speaker,Electronics,Bluetooth Speaker,819.6,INR,"bluetooth_speaker,electronics,luxury,gift,home",SparkModa presents the Eco Bluetooth Speaker. Perfect for birthdays and special occasions. Compact and easy to carry.,SparkModa,unisex,senior,61,100,4.4,329,2025-06-05
124195,Premium Notebooks,Stationery,Notebooks,1549.19,INR,"notebooks,stationery,home,for-kids,valentine","Premium Notebooks by HomeSoul. A great gift for unisex in the child age group. Practical, stylish and long-lasting.",HomeSoul,unisex,child,3,12,4.01,73,2025-02-20
124196,Artisan Name Necklace,Personalized Gifts,Name Necklace,279.71,INR,"name_necklace,personalized_gifts,festival,for-him,travel",Artisan Name Necklace is crafted with care by HandyGifts. A delightful present for teen who loves name necklace.,HandyGifts,girls,teen,13,19,4.07,92,2025-10-16
124197,Eco Cookware,Home & Kitchen,Cookware,674.1,INR,"cookware,home_&_kitchen,handmade,luxury,for-her",Eco Cookware is crafted with care by StoryNest. A delightful present for senior who loves cookware.,StoryNest,girls,senior,61,100,4.06,41,2025-05-05
124198,Colorful Pen Set,Stationery,Pen Set,567.69,INR,"pen_set,stationery,festival,travel,office","Give the Colorful Pen Set as a thoughtful gift — high-quality, well-designed and ideal for boys.",PowerGo,boys,adult,36,60,3.53,211,2025-05-17
124199,Vibrant Belt,Fashion Accessories,Belt,63.98,INR,"belt,fashion_accessories,for-him,valentine,office","Vibrant Belt by GreenLeaf. A great gift for unisex in the teen age group. Practical, stylish and long-lasting.",GreenLeaf,unisex,teen,13,19,4.24,471,2025-07-19
124200,Handcrafted Wallet,Fashion Accessories,Wallet,1200.94,INR,"wallet,fashion_accessories,anniversary,handmade,travel","Give the Handcrafted Wallet as a thoughtful gift — high-quality, well-designed and ideal for boys.",PowerGo,boys,young_adult,20,35,3.5,409,2025-09-04
124201,Portable Bracelet,Jewelry,Bracelet,376.88,INR,"bracelet,jewelry,festival,handmade,home",PeakActive presents the Portable Bracelet. Perfect for birthdays and special occasions. Compact and easy to carry.,PeakActive,boys,young_adult,20,35,4.1,111,2025-06-27
124202,Modern Personalized Journal,Personalized Gifts,Personalized Journal,247.91,INR,"personalized_journal,personalized_gifts,portable,custom,for-her",StoryNest presents the Modern Personalized Journal. Perfect for birthdays and special occasions. Compact and easy to carry.,StoryNest,unisex,senior,61,100,4.01,421,2025-10-22
124203,Artisan Smart Lamp,Electronics,Smart Lamp,603.12,INR,"smart_lamp,electronics,festival,eco,valentine","Artisan Smart Lamp by ThermoCo. A great gift for boys in the adult age group. Practical, stylish and long-lasting.",ThermoCo,boys,adult,36,60,4.53,368,2025-09-06
124204,Minimal Self Help,Books,Self Help,187.78,INR,"self_help,books,luxury,home,office","Minimal Self Help by UrbanCraft. A great gift for girls in the adult age group. Practical, stylish and long-lasting.",UrbanCraft,girls,adult,36,60,3.98,102,2025-08-24
124205,Portable Bracelet,Jewelry,Bracelet,1261.64,INR,"bracelet,jewelry,eco,valentine,travel","Portable Bracelet by PeakActive. A great gift for unisex in the teen age group. Practical, stylish and long-lasting.",PeakActive,unisex,teen,13,19,4.73,79,2025-08-19
124206,Cute Tie,Fashion Accessories,Tie,145.74,INR,"tie,fashion_accessories,birthday,custom,home",Cute Tie is crafted with care by SoundX. A delightful present for teen who loves tie.,SoundX,unisex,teen,13,19,3.92,153,2025-05-02
124207,Deluxe Leather Journal,Stationery,Leather Journal,140.23,INR,"leather_journal,stationery,budget,handmade,festival","Deluxe Leather Journal by UrbanCraft. A great gift for girls in the young_adult age group. Practical, stylish and long-lasting.",UrbanCraft,girls,young_adult,20,35,3.51,20,2025-06-11
124208,Comfort Smart Lamp,Electronics,Smart Lamp,209.98,INR,"smart_lamp,electronics,office,gift,luxury","Give the Comfort Smart Lamp as a thoughtful gift — high-quality, well-designed and ideal for boys.",ChocoDelight,boys,child,3,12,3.13,499,2025-03-13
124209,Minimal Gourmet Snacks,Food & Beverages,Gourmet Snacks,1406.31,INR,"gourmet_snacks,food_&_beverages,handmade,valentine,anniversary",HomeSoul presents the Minimal Gourmet Snacks. Perfect for birthdays and special occasions. Compact and easy to carry.,HomeSoul,boys,child,3,12,4.77,19,2025-08-01
124210,Modern Engraved Keychain,Personalized Gifts,Engraved Keychain,178.98,INR,"engraved_keychain,personalized_gifts,birthday,office,custom",FitTrack presents the Modern Engraved Keychain. Perfect for birthdays and special occasions. Compact and easy to carry.,FitTrack,girls,adult,36,60,3.45,29,2025-08-28
124211,Colorful Notebooks,Stationery,Notebooks,606.08,INR,"notebooks,stationery,handmade,birthday,custom",Colorful Notebooks is crafted with care by HomeSoul. A delightful present for child who loves notebooks.,HomeSoul,girls,child,3,12,4.02,311,2025-07-22
124212,Artisan Scented Candle,Home & Kitchen,Scented Candle,2276.07,INR,"scented_candle,home_&_kitchen,valentine,festival,handmade","Artisan Scented Candle by FitTrack. A great gift for unisex in the child age group. Practical, stylish and long-lasting.",FitTrack,unisex,child,3,12,3.58,235,2025-05-19
124213,Vibrant Name Necklace,Personalized Gifts,Name Necklace,409.15,INR,"name_necklace,personalized_gifts,for-kids,valentine,budget",Vibrant Name Necklace is crafted with care by WriteWell. A delightful present for senior who loves name necklace.,WriteWell,girls,senior,61,100,4.4,162,2025-06-15
124214,Handcrafted Cookbook,Books,Cookbook,387.9,INR,"cookbook,books,for-him,valentine,home",Handcrafted Cookbook is crafted with care by PeakActive. A delightful present for senior who loves cookbook.,PeakActive,unisex,senior,61,100,3.94,159,2025-05-03
124215,Portable Puzzle,Toys & Games,Puzzle,240.97,INR,"puzzle,toys_&_games,luxury,home,eco","Portable Puzzle by CustomCraft. A great gift for unisex in the adult age group. Practical, stylish and long-lasting.",CustomCraft,unisex,adult,36,60,2.8,414,2025-10-21
124216,Modern Planter,Gardening & Decor,Planter,115.74,INR,"planter,gardening_&_decor,budget,office,for-him",Modern Planter is crafted with care by UrbanCraft. A delightful present for young_adult who loves planter.,UrbanCraft,boys,young_adult,20,35,4.76,193,2025-09-06
124217,Colorful Bracelet,Jewelry,Bracelet,258.59,INR,"bracelet,jewelry,office,portable,anniversary","Give the Colorful Bracelet as a thoughtful gift — high-quality, well-designed and ideal for unisex.",ShineCraft,unisex,young_adult,20,35,3.67,24,2025-09-15
124218,Cute Earrings,Jewelry,Earrings,413.45,INR,"earrings,jewelry,festival,office,home",PeakActive presents the Cute Earrings. Perfect for birthdays and special occasions. Compact and easy to carry.,PeakActive,girls,child,3,12,4.04,221,2025-03-05
124219,Cute Yoga Mat,Fitness & Sports,Yoga Mat,994.04,INR,"yoga_mat,fitness_&_sports,luxury,home,budget","Give the Cute Yoga Mat as a thoughtful gift — high-quality, well-designed and ideal for girls.",ShineCraft,girls,senior,61,100,4.0,125,2025-07-19
124220,Compact Non-Fiction,Books,Non-Fiction,2390.33,INR,"non-fiction,books,handmade,portable,valentine",Compact Non-Fiction is crafted with care by HomeSoul. A delightful present for senior who loves non-fiction.,HomeSoul,unisex,senior,61,100,3.45,19,2025-10-21
124221,Deluxe Non-Fiction,Books,Non-Fiction,237.27,INR,"non-fiction,books,luxury,for-him,festival",Deluxe Non-Fiction is crafted with care by TeaTime. A delightful present for senior who loves non-fiction.,TeaTime,unisex,senior,61,100,4.46,244,2025-07-10
124222,Compact Photo Frame,Home & Kitchen,Photo Frame,1210.01,INR,"photo_frame,home_&_kitchen,budget,for-her,luxury","Compact Photo Frame by PeakActive. A great gift for girls in the teen age group. Practical, stylish and long-lasting.",PeakActive,girls,teen,13,19,3.04,310,2025-05-01
124223,Handcrafted Mini Garden Kit,Gardening & Decor,Mini Garden Kit,2031.49,INR,"mini_garden_kit,gardening_&_decor,for-him,office,gift",CustomCraft presents the Handcrafted Mini Garden Kit. Perfect for birthdays and special occasions. Compact and easy to carry.,CustomCraft,girls,child,3,12,3.46,382,2025-01-05
124224,Vibrant Skipping Rope,Fitness & Sports,Skipping Rope,50.0,INR,"skipping_rope,fitness_&_sports,eco,home,office","Vibrant Skipping Rope by PeakActive. A great gift for unisex in the adult age group. Practical, stylish and long-lasting.",PeakActive,unisex,adult,36,60,4.77,31,2025-07-20
124225,Premium Smart Lamp,Electronics,Smart Lamp,932.71,INR,"smart_lamp,electronics,birthday,portable,handmade",SparkModa presents the Premium Smart Lamp. Perfect for birthdays and special occasions. Compact and easy to carry.,SparkModa,unisex,adult,36,60,4.07,261,2025-09-19
124226,Elegant Photo Collage,Personalized Gifts,Photo Collage,320.73,INR,"photo_collage,personalized_gifts,for-kids,gift,anniversary",FitTrack presents the Elegant Photo Collage. Perfect for birthdays and special occasions. Compact and easy to carry.,FitTrack,girls,adult,36,60,3.91,175,2025-03-25
124227,Compact Smart Lamp,Electronics,Smart Lamp,535.75,INR,"smart_lamp,electronics,eco,luxury,birthday","Give the Compact Smart Lamp as a thoughtful gift — high-quality, well-designed and ideal for boys.",FrameArt,boys,child,3,12,4.01,422,2025-11-03
124228,Eco Scarf,Fashion Accessories,Scarf,624.8,INR,"scarf,fashion_accessories,travel,gift,luxury","Give the Eco Scarf as a thoughtful gift — high-quality, well-designed and ideal for unisex.",CustomCraft,unisex,young_adult,20,35,3.86,459,2025-06-01
124229,Artisan Bath Bombs,Beauty & Personal Care,Bath Bombs,1220.66,INR,"bath_bombs,beauty_&_personal_care,for-kids,budget,home",PowerGo presents the Artisan Bath Bombs. Perfect for birthdays and special occasions. Compact and easy to carry.,PowerGo,boys,child,3,12,4.18,359,2025-04-09
124230,Cute Cookie Tin,Food & Beverages,Cookie Tin,886.26,INR,"cookie_tin,food_&_beverages,for-him,for-kids,valentine","Give the Cute Cookie Tin as a thoughtful gift — high-quality, well-designed and ideal for boys.",HomeSoul,boys,child,3,12,3.48,26,2025-06-26
124231,Artisan Chocolate Box,Food & Beverages,Chocolate Box,320.58,INR,"chocolate_box,food_&_beverages,handmade,home,birthday",CustomCraft presents the Artisan Chocolate Box. Perfect for birthdays and special occasions. Compact and easy to carry.,CustomCraft,unisex,child,3,12,4.81,170,2025-10-12
124232,Classic DIY Kit,Toys & Games,DIY Kit,850.43,INR,"diy_kit,toys_&_games,handmade,home,portable",Classic DIY Kit is crafted with care by FrameArt. A delightful present for adult who loves diy kit.,FrameArt,unisex,adult,36,60,3.99,78,2025-10-28
124233,Handcrafted Hairbrush,Beauty & Personal Care,Hairbrush,1755.86,INR,"hairbrush,beauty_&_personal_care,gift,valentine,handmade","Handcrafted Hairbrush by StoryNest. A great gift for girls in the teen age group. Practical, stylish and long-lasting.",StoryNest,girls,teen,13,19,4.04,166,2025-04-21
124234,Premium Decorative Pillow,Home & Kitchen,Decorative Pillow,618.24,INR,"decorative_pillow,home_&_kitchen,anniversary,for-her,luxury","Premium Decorative Pillow by PowerGo. A great gift for unisex in the senior age group. Practical, stylish and long-lasting.",PowerGo,unisex,senior,61,100,3.83,397,2025-07-19
